condition,language_i,language_j,flores_type_iou_percent,mteb_type_iou_percent,difference_points
clustering,ind_Latn,hin_Deva,3.50877193,1.86817524,-1.64059669
clustering,ind_Latn,guj_Gujr,4.16666667,2.14296418,-2.02370249
clustering,ind_Latn,rus_Cyrl,4.15481271,2.67053411,-1.48427860
clustering,ind_Latn,tha_Thai,10.32678617,5.26112186,-5.06566431
clustering,ind_Latn,zho_Hans,6.99343724,4.38692696,-2.60651028
clustering,ind_Latn,jpn_Jpan,2.71193835,1.45062087,-1.26131748
clustering,ind_Latn,kor_Hang,7.39013013,3.96575601,-3.42437412
clustering,zsm_Latn,tgl_Latn,32.62360159,18.44674131,-14.17686028
clustering,zsm_Latn,pol_Latn,19.11669659,12.17461414,-6.94208245
clustering,zsm_Latn,hun_Latn,19.78169856,12.56340687,-7.21829169
clustering,zsm_Latn,tur_Latn,22.62830482,15.16761095,-7.46069387
clustering,zsm_Latn,vie_Latn,22.94296057,12.52972652,-10.41323405
clustering,zsm_Latn,arb_Arab,3.45708703,1.60628444,-1.85080259
clustering,zsm_Latn,hin_Deva,4.23257802,2.14018192,-2.09239610
clustering,zsm_Latn,guj_Gujr,4.70838396,2.16232679,-2.54605717
clustering,zsm_Latn,rus_Cyrl,4.15689105,2.74097299,-1.41591806
clustering,zsm_Latn,tha_Thai,10.95070423,5.59706384,-5.35364039
clustering,zsm_Latn,zho_Hans,7.26132404,4.42743009,-2.83389395
clustering,zsm_Latn,jpn_Jpan,2.95471418,1.44501880,-1.50969538
clustering,zsm_Latn,kor_Hang,7.87487420,4.31277195,-3.56210225
clustering,tgl_Latn,pol_Latn,21.44274809,12.05432937,-9.38841872
clustering,tgl_Latn,hun_Latn,20.99992114,11.65423548,-9.34568566
clustering,tgl_Latn,tur_Latn,24.30607034,14.42640405,-9.87966629
clustering,tgl_Latn,vie_Latn,24.88706797,11.98044010,-12.90662787
clustering,tgl_Latn,arb_Arab,3.70839937,1.62447543,-2.08392394
clustering,tgl_Latn,hin_Deva,4.41723356,2.06429247,-2.35294109
clustering,tgl_Latn,guj_Gujr,5.22704998,2.37963475,-2.84741523
clustering,tgl_Latn,rus_Cyrl,4.40567340,2.31949972,-2.08617368
clustering,tgl_Latn,tha_Thai,11.61441273,4.78577940,-6.82863333
clustering,tgl_Latn,zho_Hans,7.81066823,4.06052963,-3.75013860
clustering,tgl_Latn,jpn_Jpan,3.09520088,1.46579805,-1.62940283
clustering,tgl_Latn,kor_Hang,8.41711896,3.97026022,-4.44685874
clustering,pol_Latn,hun_Latn,18.35290885,10.67384236,-7.67906649
clustering,pol_Latn,tur_Latn,18.06550309,11.84298071,-6.22252238
clustering,pol_Latn,vie_Latn,17.05472468,9.16125466,-7.89347002
clustering,pol_Latn,arb_Arab,2.92096220,1.26083530,-1.66012690
clustering,pol_Latn,hin_Deva,3.17240317,1.67219811,-1.50020506
clustering,pol_Latn,guj_Gujr,3.55958038,1.64644714,-1.91313324
clustering,pol_Latn,rus_Cyrl,3.97417906,2.39211092,-1.58206814
clustering,pol_Latn,tha_Thai,8.83233533,4.31699428,-4.51534105
clustering,pol_Latn,zho_Hans,6.23960067,3.52891156,-2.71068911
clustering,pol_Latn,jpn_Jpan,2.48793420,1.21951220,-1.26842200
clustering,pol_Latn,kor_Hang,6.54149001,3.37681336,-3.16467665
clustering,hun_Latn,tur_Latn,19.72283005,11.96784420,-7.75498585
clustering,hun_Latn,vie_Latn,19.47182780,9.74497792,-9.72684988
clustering,hun_Latn,arb_Arab,3.12008015,1.40617796,-1.71390219
clustering,hun_Latn,hin_Deva,3.46662367,1.74197773,-1.72464594
clustering,hun_Latn,guj_Gujr,3.94587434,1.98270722,-1.96316712
clustering,hun_Latn,rus_Cyrl,4.24333894,2.55132549,-1.69201345
clustering,hun_Latn,tha_Thai,9.67795347,4.82652669,-4.85142678
clustering,hun_Latn,zho_Hans,6.75720658,3.86373531,-2.89347127
clustering,hun_Latn,jpn_Jpan,2.68166702,1.32917245,-1.35249457
clustering,hun_Latn,kor_Hang,7.06246037,3.78398697,-3.27847340
clustering,tur_Latn,vie_Latn,20.21523332,11.05189341,-9.16333991
clustering,tur_Latn,arb_Arab,3.19241983,1.60072145,-1.59169838
clustering,tur_Latn,hin_Deva,3.67501648,2.03220859,-1.64280789
clustering,tur_Latn,guj_Gujr,4.21400136,2.18682114,-2.02718022
clustering,tur_Latn,rus_Cyrl,4.07335567,2.65806704,-1.41528863
clustering,tur_Latn,tha_Thai,10.01439093,4.99812570,-5.01626523
clustering,tur_Latn,zho_Hans,6.79296346,4.09643695,-2.69652651
clustering,tur_Latn,jpn_Jpan,2.67117863,1.41131309,-1.25986554
clustering,tur_Latn,kor_Hang,7.28450020,4.10388338,-3.18061682
clustering,vie_Latn,arb_Arab,4.34368451,1.80435431,-2.53933020
clustering,vie_Latn,hin_Deva,5.13452915,2.43859339,-2.69593576
clustering,vie_Latn,guj_Gujr,6.25176404,2.87283481,-3.37892923
clustering,vie_Latn,rus_Cyrl,5.10218872,2.81794587,-2.28424285
clustering,vie_Latn,tha_Thai,14.00628711,5.33717384,-8.66911327
clustering,vie_Latn,zho_Hans,8.67311679,4.35501654,-4.31810025
clustering,vie_Latn,jpn_Jpan,3.54968624,1.67564333,-1.87404291
clustering,vie_Latn,kor_Hang,9.89503608,4.57256461,-5.32247147
clustering,arb_Arab,hin_Deva,3.48268441,1.66691252,-1.81577189
clustering,arb_Arab,guj_Gujr,4.16467780,1.65303340,-2.51164440
clustering,arb_Arab,rus_Cyrl,2.66100033,1.37841913,-1.28258120
clustering,arb_Arab,tha_Thai,3.98259389,1.65438621,-2.32820768
clustering,arb_Arab,zho_Hans,2.80513280,1.41586707,-1.38926573
clustering,arb_Arab,jpn_Jpan,2.07379029,0.88212733,-1.19166296
clustering,arb_Arab,kor_Hang,3.43844810,1.60493827,-1.83350983
clustering,hin_Deva,guj_Gujr,6.15909766,2.42839352,-3.73070414
clustering,hin_Deva,rus_Cyrl,2.92167577,1.57499394,-1.34668183
clustering,hin_Deva,tha_Thai,4.92533987,2.11313394,-2.81220593
clustering,hin_Deva,zho_Hans,3.27494288,1.86741363,-1.40752925
clustering,hin_Deva,jpn_Jpan,2.27925685,0.95644497,-1.32281188
clustering,hin_Deva,kor_Hang,4.43652850,2.06466069,-2.37186781
clustering,guj_Gujr,rus_Cyrl,3.36785384,1.64940022,-1.71845362
clustering,guj_Gujr,tha_Thai,5.89140778,2.42922724,-3.46218054
clustering,guj_Gujr,zho_Hans,3.78871404,1.94469766,-1.84401638
clustering,guj_Gujr,jpn_Jpan,2.86546302,1.19372442,-1.67173860
clustering,guj_Gujr,kor_Hang,5.67107750,2.57858084,-3.09249666
clustering,rus_Cyrl,tha_Thai,4.37154547,2.32450023,-2.04704524
clustering,rus_Cyrl,zho_Hans,3.04471931,1.97751456,-1.06720475
clustering,rus_Cyrl,jpn_Jpan,1.82989691,0.91417509,-0.91572182
clustering,rus_Cyrl,kor_Hang,3.54019450,2.06445693,-1.47573757
clustering,tha_Thai,zho_Hans,6.57994763,3.42747112,-3.15247651
clustering,tha_Thai,jpn_Jpan,3.34420121,1.40668524,-1.93751597
clustering,tha_Thai,kor_Hang,7.99614644,3.72348543,-4.27266101
clustering,zho_Hans,jpn_Jpan,15.78947368,11.86528497,-3.92418871
clustering,zho_Hans,kor_Hang,6.19330365,3.34685598,-2.84644767
clustering,jpn_Jpan,kor_Hang,3.28420670,1.36045074,-1.92375596
reranking,eng_Latn,deu_Latn,21.93094629,9.88241181,-12.04853448
reranking,eng_Latn,nld_Latn,28.82450201,10.98118280,-17.84331921
reranking,eng_Latn,swe_Latn,25.36534447,10.35327488,-15.01206959
reranking,eng_Latn,fra_Latn,29.59531163,10.63036785,-18.96494378
reranking,eng_Latn,ita_Latn,25.89240091,11.12119248,-14.77120843
reranking,eng_Latn,por_Latn,24.12884334,9.71125210,-14.41759124
reranking,eng_Latn,ron_Latn,27.26789242,11.39589905,-15.87199337
reranking,eng_Latn,hin_Deva,4.10970052,1.88309732,-2.22660320
reranking,eng_Latn,rus_Cyrl,4.24133116,2.32136380,-1.91996736
reranking,eng_Latn,zho_Hans,7.33458596,2.19974716,-5.13483880
reranking,eng_Latn,jpn_Jpan,2.91586658,3.32458443,0.40871785
reranking,deu_Latn,nld_Latn,26.26518596,12.81158769,-13.45359827
reranking,deu_Latn,swe_Latn,24.88691032,12.00216450,-12.88474582
reranking,deu_Latn,fra_Latn,19.59483306,7.37694704,-12.21788602
reranking,deu_Latn,ita_Latn,18.73043362,9.75428935,-8.97614427
reranking,deu_Latn,por_Latn,17.95371990,9.43698017,-8.51673973
reranking,deu_Latn,ron_Latn,19.89760620,10.21043590,-9.68717030
reranking,deu_Latn,hin_Deva,3.42640575,1.41095566,-2.01545009
reranking,deu_Latn,rus_Cyrl,4.09139513,2.09100866,-2.00038647
reranking,deu_Latn,zho_Hans,6.97044017,1.46953037,-5.50090980
reranking,deu_Latn,jpn_Jpan,2.63929619,3.06549001,0.42619382
reranking,nld_Latn,swe_Latn,26.91807542,11.85514178,-15.06293364
reranking,nld_Latn,fra_Latn,24.57169316,9.42783714,-15.14385602
reranking,nld_Latn,ita_Latn,23.13924051,10.71589374,-12.42334677
reranking,nld_Latn,por_Latn,21.27844615,9.94918125,-11.32926490
reranking,nld_Latn,ron_Latn,24.33428614,11.25328459,-13.08100155
reranking,nld_Latn,hin_Deva,3.61852951,1.44084934,-2.17768017
reranking,nld_Latn,rus_Cyrl,4.19856318,2.22829514,-1.97026804
reranking,nld_Latn,zho_Hans,7.00088189,1.81917211,-5.18170978
reranking,nld_Latn,jpn_Jpan,2.76215203,2.83286119,0.07070916
reranking,swe_Latn,fra_Latn,22.40171129,8.24197085,-14.15974044
reranking,swe_Latn,ita_Latn,21.82642036,10.29155788,-11.53486248
reranking,swe_Latn,por_Latn,20.27433690,9.28688078,-10.98745612
reranking,swe_Latn,ron_Latn,22.62420566,11.25886525,-11.36534041
reranking,swe_Latn,hin_Deva,3.36534646,1.42491779,-1.94042867
reranking,swe_Latn,rus_Cyrl,4.07180134,2.14933279,-1.92246855
reranking,swe_Latn,zho_Hans,6.70831963,1.68616293,-5.02215670
reranking,swe_Latn,jpn_Jpan,2.59613371,2.85340625,0.25727254
reranking,fra_Latn,ita_Latn,25.83887657,9.79623824,-16.04263833
reranking,fra_Latn,por_Latn,24.17272592,9.78059741,-14.39212851
reranking,fra_Latn,ron_Latn,25.69190998,9.67656766,-16.01534232
reranking,fra_Latn,hin_Deva,3.16730943,1.74302021,-1.42428922
reranking,fra_Latn,rus_Cyrl,4.00822803,2.25563910,-1.75258893
reranking,fra_Latn,zho_Hans,6.64548405,2.28682171,-4.35866234
reranking,fra_Latn,jpn_Jpan,2.65072391,3.37666218,0.72593827
reranking,ita_Latn,por_Latn,29.11689263,13.94241669,-15.17447594
reranking,ita_Latn,ron_Latn,30.31731777,14.92912666,-15.38819111
reranking,ita_Latn,hin_Deva,3.28548399,1.34856032,-1.93692367
reranking,ita_Latn,rus_Cyrl,4.05488659,2.21905537,-1.83583122
reranking,ita_Latn,zho_Hans,6.59115633,1.65158847,-4.93956786
reranking,ita_Latn,jpn_Jpan,2.68711407,2.82425537,0.13714130
reranking,por_Latn,ron_Latn,27.96502504,13.31967213,-14.64535291
reranking,por_Latn,hin_Deva,3.44150232,1.42751661,-2.01398571
reranking,por_Latn,rus_Cyrl,4.02707468,2.03201970,-1.99505498
reranking,por_Latn,zho_Hans,6.52131468,1.55038760,-4.97092708
reranking,por_Latn,jpn_Jpan,2.53523073,2.95708619,0.42185546
reranking,ron_Latn,hin_Deva,3.48131587,1.38974296,-2.09157291
reranking,ron_Latn,rus_Cyrl,4.16450665,2.10493891,-2.05956774
reranking,ron_Latn,zho_Hans,6.72213418,1.62558436,-5.09654982
reranking,ron_Latn,jpn_Jpan,2.59321559,3.08025508,0.48703949
reranking,hin_Deva,rus_Cyrl,2.92167577,0.98135427,-1.94032150
reranking,hin_Deva,zho_Hans,3.27494288,0.74406671,-2.53087617
reranking,hin_Deva,jpn_Jpan,2.27925685,1.01679929,-1.26245756
reranking,rus_Cyrl,zho_Hans,3.04471931,0.87645195,-2.16826736
reranking,rus_Cyrl,jpn_Jpan,1.82989691,1.24260355,-0.58729336
reranking,zho_Hans,jpn_Jpan,15.78947368,9.95158687,-5.83788681
